article_id,heart disease,high blood pressure,smoking,air pollution,high blood sugar,obesity,alzheimers,diabetes,car accident,accident,HIV,murder,terrorism,malaria,url
7,9,2,2,0,0,0,0,0,0,0,0,0,0,0,https://www.businessinsider.com/woman-suffocating-dismissed-by-doctor-was-suffering-heart-failure-2024-2
8,18,0,0,0,0,0,0,1,0,0,0,11,0,0,https://www.forbes.com/sites/ariannajohnson/2024/02/21/niacin-may-increase-heart-disease-risk-study-suggests-what-to-know/
9,6,3,0,0,0,0,0,6,0,0,0,0,0,0,https://www.forbes.com/sites/evaepker/2024/02/15/for-women-with-cardiovascular-disease-the-prognosis-is-disheartening/
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://abcnews.go.com/International/wireStory/300-people-missing-wildfires-chiles-deadliest-disaster-years-106987407
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://abcnews.go.com/Sports/wireStory/former-nba-player-survivor-contestant-scot-pollard-waits-107046453
12,0,9,0,0,0,6,0,18,0,0,0,0,0,0,https://www.forbes.com/sites/ariannajohnson/2024/02/05/lillys-weight-loss-drug-tirzepatide-may-significantly-reduce-blood-pressure-study-finds/
13,0,0,0,0,0,0,0,0,2,2,0,8,0,0,https://www.avclub.com/true-detective-review-season-4-episode-5-part-5-1851235960
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.npr.org/sections/health-shots/2024/02/11/1228330149/brain-death-definition
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.marketwatch.com/story/at-52-planning-my-death-helped-me-learn-how-to-live-b0242d60
16,14,2,0,0,0,2,0,1,0,0,4,0,0,0,https://www.forbes.com/sites/omerawan/2024/02/18/black-american-women-experience--health-disparities-in-heart-health/
17,10,0,4,0,0,0,0,0,0,0,0,0,0,0,https://www.cbsnews.com/news/heart-attack-symptoms-signs-in-women-doctor/
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://indianexpress.com/article/health-wellness/heartbeats-per-minute-resting-health-9133851/
19,0,0,1,0,0,0,0,0,0,1,1,2,0,0,https://www.newyorker.com/humor/shouts-murmurs/not-all-men-are-golden-retrievers
1,8,0,0,0,0,0,0,6,0,0,0,0,0,0,https://www.npr.org/sections/health-shots/2024/03/11/1236791784/strength-resistance-weight-training-longevity-aging-heart-disease
2,1,0,1,0,0,0,0,2,0,0,0,0,0,0,https://science.slashdot.org/story/24/03/19/1517228/intermittent-fasting-linked-to-higher-risk-of-cardiovascular-death-research-suggests
3,3,3,0,0,0,3,0,3,0,0,0,0,0,0,https://time.com/6961155/how-hypertrophic-cardiomyopathy-progresses-adults/
4,6,3,0,0,0,3,0,3,0,0,0,0,0,0,https://time.com/6961326/is-walking-good-exercise/
5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,https://abcnews.go.com/Health/covid-vaccines-found-cut-risk-heart-failure-blood/story?id=108256383
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.bbc.co.uk/news/health-68760301
7,0,0,0,0,0,5,0,3,0,0,0,0,0,0,https://www.statnews.com/2024/03/06/nejm-microplastics-blood-vessels-plaque-heart-attack-stroke-death/
8,0,0,2,0,0,0,0,2,0,0,0,0,0,0,https://www.cnet.com/health/fitness/sitting-all-day-is-wrecking-your-health-heres-what-to-do/
9,35,0,0,0,0,0,0,60,0,0,0,0,0,0,https://indianexpress.com/article/health-wellness/blood-sugar-heart-health-weight-loss-fasting-impacts-9253197/
10,0,2,0,0,2,4,0,36,0,0,0,0,0,0,https://indianexpress.com/article/health-wellness/ozempic-may-slow-down-kidney-disease-progression-9211015/
11,13,2,0,0,0,20,0,1,0,0,0,0,0,0,https://www.forbes.com/sites/omerawan/2024/04/01/medicare-will-now-cover-weight-loss-drug-wegovy-heres-what-this-means-for-healthcare/
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.bbc.co.uk/news/world-latin-america-68698626
13,1,22,0,0,0,0,0,0,0,0,0,0,0,0,https://newatlas.com/health-wellbeing/dietary-fiber-high-blood-pressure/
14,0,0,0,0,0,0,0,0,0,0,0,4,0,6,https://www.cracked.com/article_41440_5-ludicrous-old-medical-treatments-that-actually-worked.html
15,2,0,0,0,0,0,0,7,0,0,0,0,0,0,https://indianexpress.com/article/lifestyle/food-wine/what-happens-body-consume-fenugreek-seeds-methi-daily-14-days-benefits-9261893/
16,2,0,0,0,0,0,0,2,0,0,0,0,0,0,https://www.cnet.com/health/fitness/3-exercises-you-should-prioritize-as-you-age-according-to-experts/
17,4,0,0,0,0,1,0,0,0,0,1,0,0,0,https://www.eurekalert.org/news-releases/1037544
18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.npr.org/2024/03/13/1238240920/congress-mulls-another-tiktok-ban-aid-ship-headed-gaza-hunger
19,4,0,0,0,3,2,0,4,0,0,0,0,0,0,https://indianexpress.com/article/lifestyle/life-style/carbohydrates-daily-intake-health-issues-9203408/
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://cheezburger.com/24938501/high-energy-feline-memes-to-get-your-blood-pumping
21,0,0,0,0,0,0,0,0,0,0,0,3,0,0,https://time.com/6965273/michigan-school-shooters-parents-sentenced-to-at-least-10-years-in-prison/
22,0,4,2,0,0,2,0,20,0,0,0,2,0,0,https://indianexpress.com/article/health-wellness/why-stopping-bp-drugs-midway-may-harm-you-more-9250539/
23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,https://time.com/6962771/is-hormonal-birth-control-safe-health-risks/
24,0,0,0,0,0,0,0,3,0,0,0,1,0,0,https://abcnews.go.com/Politics/biden-unveils-2025-budget-proposal-highlighting-election-year/story?id=108010977
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.bbc.co.uk/news/uk-england-68596563
26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.yahoo.com/lifestyle/4-common-medications-viagra-estrogen-120059683.html
27,0,1,0,0,0,1,0,5,0,0,0,22,0,0,https://www.forbes.com/sites/anafaguy/2024/04/03/why-theres-limited-supply-of-the-weight-loss-drug-zepbound/
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://scrip.citeline.com/SC144926/An-EpiPen-For-Heart-Attacks-Idorsia-Launches-Phase-III-Study-Of-Selatogrel
29,9,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.newscientist.com/article/2422666-common-antibiotics-can-regenerate-heart-cells-in-animals/
30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,https://www.vox.com/future-perfect/24115827/lead-poisoning-symptoms-exposure-children-cinnamon-paint-battery-pollution-global
31,0,0,0,0,0,0,0,0,0,3,0,6,0,0,https://time.com/6964381/rwanda-genocide-anniversary-30-years/
32,26,3,0,0,0,0,0,0,0,0,0,0,0,0,https://www.forbes.com/sites/ninashapiro/2024/03/30/alcohol-consumption-linked-to-heart-disease-especially-in-women/
33,0,0,0,0,0,0,0,3,0,0,0,0,0,0,https://indianexpress.com/article/lifestyle/food-wine/health-benefits-dark-chocolate-cocoa-mood-heart-kidney-toxicity-research-9237745/
34,3,1,0,0,0,10,0,1,0,0,0,0,0,0,https://www.forbes.com/sites/omerawan/2024/03/17/how-fasting-can-benefit-your-health/
35,4,0,0,0,0,0,0,11,0,0,0,0,0,0,https://www.buzzfeed.com/anikanayak/mini-stroke-signs-symptoms
