article_id,heart disease,high blood pressure,smoking,air pollution,high blood sugar,obesity,alzheimers,diabetes,car accident,accident,HIV,murder,terrorism,malaria,url
9,1,1,0,0,0,0,0,1,0,0,0,0,0,0,https://www.forbes.com/sites/evaepker/2024/02/15/for-women-with-cardiovascular-disease-the-prognosis-is-disheartening/
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://abcnews.go.com/International/wireStory/300-people-missing-wildfires-chiles-deadliest-disaster-years-106987407
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://abcnews.go.com/Sports/wireStory/former-nba-player-survivor-contestant-scot-pollard-waits-107046453
12,0,1,0,0,0,1,0,1,0,0,0,0,0,0,https://www.forbes.com/sites/ariannajohnson/2024/02/05/lillys-weight-loss-drug-tirzepatide-may-significantly-reduce-blood-pressure-study-finds/
13,0,0,0,0,0,0,0,0,1,1,0,1,0,0,https://www.avclub.com/true-detective-review-season-4-episode-5-part-5-1851235960
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.npr.org/sections/health-shots/2024/02/11/1228330149/brain-death-definition
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.marketwatch.com/story/at-52-planning-my-death-helped-me-learn-how-to-live-b0242d60
16,1,1,0,0,0,1,0,1,0,0,1,0,0,0,https://www.forbes.com/sites/omerawan/2024/02/18/black-american-women-experience--health-disparities-in-heart-health/
17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.cbsnews.com/news/heart-attack-symptoms-signs-in-women-doctor/
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://indianexpress.com/article/health-wellness/heartbeats-per-minute-resting-health-9133851/
19,0,0,1,0,0,0,0,0,0,1,1,1,0,0,https://www.newyorker.com/humor/shouts-murmurs/not-all-men-are-golden-retrievers
