IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ISL,Iceland,Year,2019,True,Sex,Both sexes,BTSX,Age Group,75-84 years,YEARS75-84,,,,,,,0.0,,,,,,0.0,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ISL,Iceland,Year,2019,True,Sex,Both sexes,BTSX,Age Group,85+ years,YEARS85PLUS,,,,,,,0.0,,,,,,0.0,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ISL,Iceland,Year,2019,True,Sex,Female,FMLE,Age Group,25-34 years of age,YEARS25-34,,,,,,,0.0,,,,,,0.0,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ISL,Iceland,Year,2019,True,Sex,Female,FMLE,Age Group,35-44 years of age,YEARS35-44,,,,,,,0.0,,,,,,0.0,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ISL,Iceland,Year,2019,True,Sex,Female,FMLE,Age Group,75-84 years,YEARS75-84,,,,,,,0.0,,,,,,0.0,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ISL,Iceland,Year,2019,True,Sex,Female,FMLE,Age Group,85+ years,YEARS85PLUS,,,,,,,0.0,,,,,,0.0,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ISL,Iceland,Year,2019,True,Sex,Male,MLE,Age Group,75-84 years,YEARS75-84,,,,,,,0.0,,,,,,0.0,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ISL,Iceland,Year,2019,True,Sex,Male,MLE,Age Group,85+ years,YEARS85PLUS,,,,,,,0.0,,,,,,0.0,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,MLT,Malta,Year,2019,True,Sex,Female,FMLE,Age Group,85+ years,YEARS85PLUS,,,,,,,0.0,,,,,,0.0,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,MLT,Malta,Year,2019,True,Sex,Female,FMLE,Age Group,75-84 years,YEARS75-84,,,,,,,0.76,,,,,,0.76,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,IRL,Ireland,Year,2019,True,Sex,Female,FMLE,Age Group,85+ years,YEARS85PLUS,,,,,,,0.78,,,,,,0.78,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,GRC,Greece,Year,2019,True,Sex,Female,FMLE,Age Group,15-24 years,YEARS15-24,,,,,,,0.81,,,,,,0.81,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,CYP,Cyprus,Year,2019,True,Sex,Female,FMLE,Age Group,15-24 years,YEARS15-24,,,,,,,0.86,,,,,,0.86,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ITA,Italy,Year,2019,True,Sex,Female,FMLE,Age Group,15-24 years,YEARS15-24,,,,,,,0.98,,,,,,0.98,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,SRB,Republic of Serbia,Year,2019,True,Sex,Female,FMLE,Age Group,15-24 years,YEARS15-24,,,,,,,1.03,,,,,,1.03,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,CYP,Cyprus,Year,2019,True,Sex,Female,FMLE,Age Group,55-64 years,YEARS55-64,,,,,,,1.11,,,,,,1.11,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,MLT,Malta,Year,2019,True,Sex,Female,FMLE,Age Group,65-74 years,YEARS65-74,,,,,,,1.14,,,,,,1.14,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ALB,Albania,Year,2019,True,Sex,Female,FMLE,Age Group,35-44 years of age,YEARS35-44,,,,,,,1.19,,,,,,1.19,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,GRC,Greece,Year,2019,True,Sex,Female,FMLE,Age Group,85+ years,YEARS85PLUS,,,,,,,1.32,,,,,,1.32,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,CYP,Cyprus,Year,2019,True,Sex,Female,FMLE,Age Group,25-34 years of age,YEARS25-34,,,,,,,1.33,,,,,,1.33,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,GRC,Greece,Year,2019,True,Sex,Female,FMLE,Age Group,75-84 years,YEARS75-84,,,,,,,1.34,,,,,,1.34,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,CYP,Cyprus,Year,2019,True,Sex,Female,FMLE,Age Group,65-74 years,YEARS65-74,,,,,,,1.47,,,,,,1.47,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ROU,Romania,Year,2019,True,Sex,Female,FMLE,Age Group,15-24 years,YEARS15-24,,,,,,,1.47,,,,,,1.47,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ALB,Albania,Year,2019,True,Sex,Female,FMLE,Age Group,25-34 years of age,YEARS25-34,,,,,,,1.55,,,,,,1.55,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,PRT,Portugal,Year,2019,True,Sex,Female,FMLE,Age Group,15-24 years,YEARS15-24,,,,,,,1.63,,,,,,1.63,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ALB,Albania,Year,2019,True,Sex,Female,FMLE,Age Group,55-64 years,YEARS55-64,,,,,,,1.65,,,,,,1.65,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ESP,Spain,Year,2019,True,Sex,Female,FMLE,Age Group,15-24 years,YEARS15-24,,,,,,,1.67,,,,,,1.67,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ITA,Italy,Year,2019,True,Sex,Female,FMLE,Age Group,25-34 years of age,YEARS25-34,,,,,,,1.7,,,,,,1.7,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,SVK,Slovakia,Year,2019,True,Sex,Female,FMLE,Age Group,15-24 years,YEARS15-24,,,,,,,1.7,,,,,,1.7,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,GRC,Greece,Year,2019,True,Sex,Female,FMLE,Age Group,25-34 years of age,YEARS25-34,,,,,,,1.73,,,,,,1.73,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,IRL,Ireland,Year,2019,True,Sex,Female,FMLE,Age Group,75-84 years,YEARS75-84,,,,,,,1.73,,,,,,1.73,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,LVA,Latvia,Year,2019,True,Sex,Female,FMLE,Age Group,15-24 years,YEARS15-24,,,,,,,1.74,,,,,,1.74,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ALB,Albania,Year,2019,True,Sex,Female,FMLE,Age Group,45-54 years,YEARS45-54,,,,,,,1.89,,,,,,1.89,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ALB,Albania,Year,2019,True,Sex,Female,FMLE,Age Group,65-74 years,YEARS65-74,,,,,,,1.89,,,,,,1.89,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,SVK,Slovakia,Year,2019,True,Sex,Female,FMLE,Age Group,25-34 years of age,YEARS25-34,,,,,,,1.89,,,,,,1.89,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,CYP,Cyprus,Year,2019,True,Sex,Female,FMLE,Age Group,45-54 years,YEARS45-54,,,,,,,1.91,,,,,,1.91,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,FRA,France,Year,2019,True,Sex,Female,FMLE,Age Group,15-24 years,YEARS15-24,,,,,,,1.96,,,,,,1.96,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,LVA,Latvia,Year,2019,True,Sex,Both sexes,BTSX,Age Group,15-24 years,YEARS15-24,,,,,,,10.01,,,,,,10.01,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,SVN,Slovenia,Year,2019,True,Sex,Female,FMLE,Age Group,85+ years,YEARS85PLUS,,,,,,,10.01,,,,,,10.01,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,CHE,Switzerland,Year,2019,True,Sex,Male,MLE,Age Group,15-24 years,YEARS15-24,,,,,,,10.03,,,,,,10.03,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,PRT,Portugal,Year,2019,True,Sex,Male,MLE,Age Group,25-34 years of age,YEARS25-34,,,,,,,10.04,,,,,,10.04,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,DEU,Germany,Year,2019,True,Sex,Both sexes,BTSX,Age Group,35-44 years of age,YEARS35-44,,,,,,,10.05,,,,,,10.05,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ROU,Romania,Year,2019,True,Sex,Male,MLE,Age Group,25-34 years of age,YEARS25-34,,,,,,,10.06,,,,,,10.06,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,HRV,Croatia,Year,2019,True,Sex,Male,MLE,Age Group,15-24 years,YEARS15-24,,,,,,,10.08,,,,,,10.08,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,SRB,Republic of Serbia,Year,2019,True,Sex,Male,MLE,Age Group,25-34 years of age,YEARS25-34,,,,,,,10.08,,,,,,10.08,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,DNK,Denmark,Year,2019,True,Sex,Male,MLE,Age Group,25-34 years of age,YEARS25-34,,,,,,,10.11,,,,,,10.11,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,CYP,Cyprus,Year,2019,True,Sex,Male,MLE,Age Group,55-64 years,YEARS55-64,,,,,,,10.14,,,,,,10.14,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,BEL,Belgium,Year,2019,True,Sex,Male,MLE,Age Group,15-24 years,YEARS15-24,,,,,,,10.18,,,,,,10.18,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,BGR,Bulgaria,Year,2019,True,Sex,Male,MLE,Age Group,25-34 years of age,YEARS25-34,,,,,,,10.18,,,,,,10.18,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,FRA,France,Year,2019,True,Sex,Female,FMLE,Age Group,65-74 years,YEARS65-74,,,,,,,10.22,,,,,,10.22,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ESP,Spain,Year,2019,True,Sex,Both sexes,BTSX,Age Group,45-54 years,YEARS45-54,,,,,,,10.24,,,,,,10.24,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,HRV,Croatia,Year,2019,True,Sex,Female,FMLE,Age Group,45-54 years,YEARS45-54,,,,,,,10.26,,,,,,10.26,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ESP,Spain,Year,2019,True,Sex,Both sexes,BTSX,Age Group,65-74 years,YEARS65-74,,,,,,,10.26,,,,,,10.26,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ESP,Spain,Year,2019,True,Sex,Both sexes,BTSX,Age Group,55-64 years,YEARS55-64,,,,,,,10.3,,,,,,10.3,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ESP,Spain,Year,2019,True,Sex,Male,MLE,Age Group,35-44 years of age,YEARS35-44,,,,,,,10.31,,,,,,10.31,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ISL,Iceland,Year,2019,True,Sex,Female,FMLE,Age Group,15-24 years,YEARS15-24,,,,,,,10.33,,,,,,10.33,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,NOR,Norway,Year,2019,True,Sex,Female,FMLE,Age Group,65-74 years,YEARS65-74,,,,,,,10.33,,,,,,10.33,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,GBR,United Kingdom,Year,2019,True,Sex,Male,MLE,Age Group,65-74 years,YEARS65-74,,,,,,,10.34,,,,,,10.34,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,MLT,Malta,Year,2019,True,Sex,Both sexes,BTSX,Age Group,45-54 years,YEARS45-54,,,,,,,10.38,,,,,,10.38,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,NOR,Norway,Year,2019,True,Sex,Female,FMLE,Age Group,45-54 years,YEARS45-54,,,,,,,10.38,,,,,,10.38,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,SRB,Republic of Serbia,Year,2019,True,Sex,Both sexes,BTSX,Age Group,35-44 years of age,YEARS35-44,,,,,,,10.39,,,,,,10.39,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,MKD,Macedonia,Year,2019,True,Sex,Male,MLE,Age Group,25-34 years of age,YEARS25-34,,,,,,,10.47,,,,,,10.47,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,CHE,Switzerland,Year,2019,True,Sex,Both sexes,BTSX,Age Group,35-44 years of age,YEARS35-44,,,,,,,10.47,,,,,,10.47,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,NLD,Netherlands,Year,2019,True,Sex,Both sexes,BTSX,Age Group,25-34 years of age,YEARS25-34,,,,,,,10.51,,,,,,10.51,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,LVA,Latvia,Year,2019,True,Sex,Female,FMLE,Age Group,85+ years,YEARS85PLUS,,,,,,,10.53,,,,,,10.53,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,MNE,Montenegro,Year,2019,True,Sex,Female,FMLE,Age Group,45-54 years,YEARS45-54,,,,,,,10.53,,,,,,10.53,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,NLD,Netherlands,Year,2019,True,Sex,Female,FMLE,Age Group,65-74 years,YEARS65-74,,,,,,,10.55,,,,,,10.55,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,BGR,Bulgaria,Year,2019,True,Sex,Both sexes,BTSX,Age Group,45-54 years,YEARS45-54,,,,,,,10.57,,,,,,10.57,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,CYP,Cyprus,Year,2019,True,Sex,Male,MLE,Age Group,45-54 years,YEARS45-54,,,,,,,10.61,,,,,,10.61,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,MLT,Malta,Year,2019,True,Sex,Male,MLE,Age Group,25-34 years of age,YEARS25-34,,,,,,,10.67,,,,,,10.67,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,MLT,Malta,Year,2019,True,Sex,Both sexes,BTSX,Age Group,35-44 years of age,YEARS35-44,,,,,,,10.7,,,,,,10.7,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,BIH,Bosnia and Herzegovina,Year,2019,True,Sex,Both sexes,BTSX,Age Group,35-44 years of age,YEARS35-44,,,,,,,10.72,,,,,,10.72,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,SWE,Sweden,Year,2019,True,Sex,Female,FMLE,Age Group,75-84 years,YEARS75-84,,,,,,,10.79,,,,,,10.79,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ALB,Albania,Year,2019,True,Sex,Male,MLE,Age Group,45-54 years,YEARS45-54,,,,,,,10.84,,,,,,10.84,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,DNK,Denmark,Year,2019,True,Sex,Female,FMLE,Age Group,55-64 years,YEARS55-64,,,,,,,10.84,,,,,,10.84,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,NLD,Netherlands,Year,2019,True,Sex,Female,FMLE,Age Group,45-54 years,YEARS45-54,,,,,,,10.85,,,,,,10.85,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,MLT,Malta,Year,2019,True,Sex,Male,MLE,Age Group,55-64 years,YEARS55-64,,,,,,,10.9,,,,,,10.9,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,GBR,United Kingdom,Year,2019,True,Sex,Male,MLE,Age Group,75-84 years,YEARS75-84,,,,,,,10.91,,,,,,10.91,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,BGR,Bulgaria,Year,2019,True,Sex,Male,MLE,Age Group,35-44 years of age,YEARS35-44,,,,,,,10.96,,,,,,10.96,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ITA,Italy,Year,2019,True,Sex,Male,MLE,Age Group,45-54 years,YEARS45-54,,,,,,,10.96,,,,,,10.96,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,CHE,Switzerland,Year,2019,True,Sex,Female,FMLE,Age Group,45-54 years,YEARS45-54,,,,,,,10.97,,,,,,10.97,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,SWE,Sweden,Year,2019,True,Sex,Both sexes,BTSX,Age Group,15-24 years,YEARS15-24,,,,,,,10.98,,,,,,10.98,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,MKD,Macedonia,Year,2019,True,Sex,Male,MLE,Age Group,35-44 years of age,YEARS35-44,,,,,,,10.99,,,,,,10.99,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,SVN,Slovenia,Year,2019,True,Sex,Male,MLE,Age Group,85+ years,YEARS85PLUS,,,,,,,102.4,,,,,,102.4,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,FIN,Finland,Year,2019,True,Sex,Female,FMLE,Age Group,15-24 years,YEARS15-24,,,,,,,11.01,,,,,,11.01,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,SWE,Sweden,Year,2019,True,Sex,Female,FMLE,Age Group,25-34 years of age,YEARS25-34,,,,,,,11.05,,,,,,11.05,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,BEL,Belgium,Year,2019,True,Sex,Female,FMLE,Age Group,35-44 years of age,YEARS35-44,,,,,,,11.08,,,,,,11.08,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ALB,Albania,Year,2019,True,Sex,Male,MLE,Age Group,75-84 years,YEARS75-84,,,,,,,11.12,,,,,,11.12,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,GBR,United Kingdom,Year,2019,True,Sex,Both sexes,BTSX,Age Group,55-64 years,YEARS55-64,,,,,,,11.15,,,,,,11.15,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,CZE,Czech Republic,Year,2019,True,Sex,Both sexes,BTSX,Age Group,25-34 years of age,YEARS25-34,,,,,,,11.16,,,,,,11.16,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,MNE,Montenegro,Year,2019,True,Sex,Both sexes,BTSX,Age Group,15-24 years,YEARS15-24,,,,,,,11.16,,,,,,11.16,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ISL,Iceland,Year,2019,True,Sex,Female,FMLE,Age Group,65-74 years,YEARS65-74,,,,,,,11.26,,,,,,11.26,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,LTU,Lithuania,Year,2019,True,Sex,Female,FMLE,Age Group,55-64 years,YEARS55-64,,,,,,,11.32,,,,,,11.32,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,AUT,Austria,Year,2019,True,Sex,Female,FMLE,Age Group,75-84 years,YEARS75-84,,,,,,,11.39,,,,,,11.39,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,BGR,Bulgaria,Year,2019,True,Sex,Female,FMLE,Age Group,75-84 years,YEARS75-84,,,,,,,11.43,,,,,,11.43,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,MLT,Malta,Year,2019,True,Sex,Male,MLE,Age Group,75-84 years,YEARS75-84,,,,,,,11.51,,,,,,11.51,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,GRC,Greece,Year,2019,True,Sex,Male,MLE,Age Group,65-74 years,YEARS65-74,,,,,,,11.52,,,,,,11.52,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,HRV,Croatia,Year,2019,True,Sex,Female,FMLE,Age Group,55-64 years,YEARS55-64,,,,,,,11.62,,,,,,11.62,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ROU,Romania,Year,2019,True,Sex,Female,FMLE,Age Group,85+ years,YEARS85PLUS,,,,,,,11.63,,,,,,11.63,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,CHE,Switzerland,Year,2019,True,Sex,Female,FMLE,Age Group,55-64 years,YEARS55-64,,,,,,,11.63,,,,,,11.63,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,CHE,Switzerland,Year,2019,True,Sex,Male,MLE,Age Group,25-34 years of age,YEARS25-34,,,,,,,11.67,,,,,,11.67,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,AUT,Austria,Year,2019,True,Sex,Female,FMLE,Age Group,45-54 years,YEARS45-54,,,,,,,11.71,,,,,,11.71,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,POL,Poland,Year,2019,True,Sex,Both sexes,BTSX,Age Group,75-84 years,YEARS75-84,,,,,,,11.71,,,,,,11.71,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,HUN,Hungary,Year,2019,True,Sex,Female,FMLE,Age Group,45-54 years,YEARS45-54,,,,,,,11.72,,,,,,11.72,,,EN,2021-07-05T23:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,GBR,United Kingdom,Year,2019,True,Sex,Both sexes,BTSX,Age Group,35-44 years of age,YEARS35-44,,,,,,,11.74,,,,,,11.74,,,EN,2021-07-05T23:00:00.000Z
